Date,Store,Dept,Weekly_Sales
2012-12-14,6,40,68894.21309999998
2012-12-14,6,41,3819.8768999999984
2012-12-14,6,42,10045.292099999993
2012-12-14,6,44,12786.32489999999
2012-12-14,6,46,38868.05040000002
2012-12-14,6,48,3346.6279999999992
2012-12-14,6,49,11012.456500000004
2012-12-14,6,52,4915.0139
2012-12-14,6,54,84.21160000000002
2012-12-14,6,55,29353.952199999996
2012-12-14,6,56,5339.122300000001
2012-12-14,6,58,3944.59
2012-12-14,6,59,4664.0392999999995
2012-12-14,6,60,449.763
2012-12-14,6,67,19961.328600000023
2012-12-14,6,71,6101.6272
2012-12-14,6,72,97689.1486
2012-12-14,6,74,20831.991799999996
2012-12-14,6,79,24985.0938
2012-12-14,6,80,13884.460199999996
2012-12-14,6,81,14208.911899999992
2012-12-14,6,82,43339.334499999975
2012-12-14,6,83,3769.412700000001
2012-12-14,6,85,5433.650199999999
2012-12-14,6,87,44274.538199999966
2012-12-14,6,90,59096.86230000001
2012-12-14,6,91,46678.54030000002
2012-12-14,6,92,99952.89010000002
2012-12-14,6,93,43886.44729999999
2012-12-14,6,94,38622.10000000001
2012-12-14,6,95,80136.38150000002
2012-12-14,6,96,27595.528099999992
2012-12-14,6,97,20444.439400000014
2012-12-14,6,98,12447.9376
2012-12-14,6,99,1536.8209
2012-12-21,6,1,56743.7555
2012-12-21,6,2,63749.68239999994
2012-12-21,6,3,21788.291700000012
2012-12-21,6,4,36372.0212
2012-12-21,6,5,72056.41239999996
2012-12-21,6,6,21330.522399999983
2012-12-21,6,7,97955.12
2012-12-21,6,8,54885.568999999996
2012-12-21,6,9,54359.15309999997
2012-12-21,6,10,48427.720999999976
2012-12-21,6,11,27751.799600000006
2012-12-21,6,12,5581.3378
2012-12-21,6,13,36316.95879999999
2012-12-21,6,14,53762.25509999993
2012-12-21,6,16,6238.4271
2012-12-21,6,17,25973.98209999999
2012-12-21,6,18,43254.12329999999
2012-12-21,6,19,3438.130700000002
2012-12-21,6,20,8352.085899999998
2012-12-21,6,21,12386.951699999992
2012-12-21,6,22,29714.042400000017
2012-12-21,6,23,73299.92529999994
2012-12-21,6,24,17040.78539999999
2012-12-21,6,25,16845.4459
2012-12-21,6,26,14328.126000000011
2012-12-21,6,27,6795.261300000006
2012-12-21,6,28,953.1439000000003
2012-12-21,6,29,18521.973000000013
2012-12-21,6,30,5409.9625
2012-12-21,6,31,7804.614899999994
2012-12-21,6,32,55160.860600000015
2012-12-21,6,33,24372.891100000004
2012-12-21,6,34,20216.027899999994
2012-12-21,6,35,3948.9748
2012-12-21,6,36,3115.269599999999
2012-12-21,6,37,3810.5088000000014
2012-12-21,6,38,72818.51229999996
2012-12-21,6,40,69407.40099999998
2012-12-21,6,41,6987.249199999997
2012-12-21,6,42,9946.42139999999
2012-12-21,6,44,13565.051700000002
2012-12-21,6,45,27.127999999999993
2012-12-21,6,46,53882.85499999996
2012-12-21,6,48,4536.681699999999
2012-12-21,6,49,10769.339899999999
2012-12-21,6,52,5274.2991
2012-12-21,6,54,108.11239999999998
2012-12-21,6,55,27868.611300000008
2012-12-21,6,56,2015.4
2012-12-21,6,58,4721.315
2012-12-21,6,59,17747.9801
2012-12-21,6,60,430.37000000000006
2012-12-21,6,67,23673.20669999999
2012-12-21,6,71,7471.546199999992
2012-12-21,6,72,84506.4792
2012-12-21,6,74,23347.790600000004
2012-12-21,6,79,26828.9156
2012-12-21,6,80,15206.555900000012
2012-12-21,6,81,14418.672699999996
2012-12-21,6,82,67970.65000000002
2012-12-21,6,83,4022.141100000001
2012-12-21,6,85,5882.310299999998
2012-12-21,6,87,47551.21499999995
2012-12-21,6,90,64064.440100000065
2012-12-21,6,91,47196.52680000002
2012-12-21,6,92,98506.38699999999
2012-12-21,6,93,50119.374000000025
2012-12-21,6,94,42921.5533
2012-12-21,6,95,85284.644
2012-12-21,6,96,29706.575099999984
2012-12-21,6,97,20483.978600000006
2012-12-21,6,98,14827.774099999986
2012-12-21,6,99,1591.3873999999998
2012-12-28,6,1,26110.074299999997
2012-12-28,6,2,56169.522999999936
2012-12-28,6,3,13103.302499999982
2012-12-28,6,4,37352.328400000035
2012-12-28,6,5,88928.83499999998
2012-12-28,6,6,23026.079199999986
2012-12-28,6,7,65387.12880000006
2012-12-28,6,8,49432.54089999998
2012-12-28,6,9,48890.62160000004
2012-12-28,6,10,47358.73309999998
2012-12-28,6,11,26168.514600000013
2012-12-28,6,12,4751.590800000002
2012-12-28,6,13,33262.32450000004
2012-12-28,6,14,63665.32960000003
2012-12-28,6,16,5979.360699999997
2012-12-28,6,17,18679.143600000007
2012-12-28,6,18,31103.26249999997
2012-12-28,6,19,2857.6163
2012-12-28,6,20,8235.926399999995
2012-12-28,6,21,9562.860499999999
2012-12-28,6,22,31957.92120000002
2012-12-28,6,23,34138.84799999999
2012-12-28,6,24,15295.396100000004
2012-12-28,6,25,16066.250400000004
2012-12-28,6,26,15110.552499999993
2012-12-28,6,27,3251.0117000000023
2012-12-28,6,28,889.1252000000002
2012-12-28,6,29,10978.437000000004
2012-12-28,6,30,4674.300300000001
2012-12-28,6,31,3021.1222000000007
2012-12-28,6,32,14448.469299999999
2012-12-28,6,33,7381.884800000005
2012-12-28,6,34,19984.670999999977
2012-12-28,6,35,4122.235899999997
2012-12-28,6,36,3474.389900000001
2012-12-28,6,37,3786.257499999998
2012-12-28,6,38,69010.06150000001
2012-12-28,6,40,67583.71120000005
2012-12-28,6,41,4825.9751
2012-12-28,6,42,9813.262799999995
2012-12-28,6,44,10446.918899999997
2012-12-28,6,45,22.504900000000003
2012-12-28,6,46,36933.467799999984
2012-12-28,6,48,3671.785399999999
2012-12-28,6,49,10522.217800000002
2012-12-28,6,52,4694.109499999998
2012-12-28,6,54,106.77339999999997
2012-12-28,6,55,54041.52680000002
2012-12-28,6,56,1521.4996000000008
2012-12-28,6,58,4184.3794
2012-12-28,6,59,6416.275900000002
2012-12-28,6,60,256.48400000000004
2012-12-28,6,67,12813.27329999999
2012-12-28,6,71,6910.846899999993
2012-12-28,6,72,97467.87130000003
2012-12-28,6,74,29131.983600000018
2012-12-28,6,79,22540.580900000008
2012-12-28,6,80,14550.62550000001
2012-12-28,6,81,14222.394699999995
2012-12-28,6,82,35327.92130000001
2012-12-28,6,83,3851.0889000000043
2012-12-28,6,85,3417.071600000001
2012-12-28,6,87,49184.42889999998
2012-12-28,6,90,60171.82140000002
2012-12-28,6,91,38979.542700000005
2012-12-28,6,92,94845.10179999995
2012-12-28,6,93,44111.97359999998
2012-12-28,6,94,40358.218799999966
2012-12-28,6,95,81570.6012
2012-12-28,6,96,32133.780600000027
2012-12-28,6,97,18281.128699999997
2012-12-28,6,98,11909.477999999996
2012-12-28,6,99,974.8176000000001
2013-01-04,6,1,17089.262300000002
2013-01-04,6,2,47080.84489999998
2013-01-04,6,3,15777.280800000002
2013-01-04,6,4,34860.22319999999
2013-01-04,6,5,29223.26049999999
2013-01-04,6,6,3624.4769999999985
2013-01-04,6,7,16709.774899999997
2013-01-04,6,8,49008.21779999999
2013-01-04,6,9,23727.867999999984
2013-01-04,6,10,38661.71060000003
2013-01-04,6,11,21546.106399999982
2013-01-04,6,12,5242.727799999999
2013-01-04,6,13,36942.70910000004
2013-01-04,6,14,19215.84549999998
2013-01-04,6,16,6316.391799999995
2013-01-04,6,17,14905.263500000006
2013-01-04,6,18,10566.2624
2013-01-04,6,19,2658.2992
2013-01-04,6,20,6883.7797999999975
2013-01-04,6,21,7312.3056
2013-01-04,6,22,18049.175500000005
2013-01-04,6,23,24200.495500000008
2013-01-04,6,24,5277.755499999999
2013-01-04,6,25,8920.721999999987
2013-01-04,6,26,4788.927900000001
2013-01-04,6,27,2604.321600000001
2013-01-04,6,28,763.9876
2013-01-04,6,29,6801.805399999998
2013-01-04,6,30,3444.4534
2013-01-04,6,31,2505.779
2013-01-04,6,32,8654.196299999998
2013-01-04,6,33,4407.7179000000015
2013-01-04,6,34,13646.893899999994
2013-01-04,6,35,2374.3452000000007
2013-01-04,6,36,2048.8783000000003
2013-01-04,6,37,3801.8172999999997
2013-01-04,6,38,91029.58879999998
2013-01-04,6,40,72291.5154
2013-01-04,6,41,1177.6584000000005
2013-01-04,6,42,9142.154299999997
2013-01-04,6,44,6072.289200000005
2013-01-04,6,46,22246.0624
2013-01-04,6,48,1539.5312
2013-01-04,6,49,11748.77129999999
2013-01-04,6,52,3600.0007000000005
2013-01-04,6,54,5.364600000000003
2013-01-04,6,55,15327.14220000001
2013-01-04,6,56,859.6126999999996
2013-01-04,6,58,4455.3644
2013-01-04,6,59,714.1254000000004
2013-01-04,6,60,263.3483000000002
2013-01-04,6,67,8173.3006
2013-01-04,6,71,5472.965200000001
2013-01-04,6,72,70655.62019999998
2013-01-04,6,74,25778.433900000007
2013-01-04,6,79,26820.258599999997
2013-01-04,6,80,13585.603600000006
2013-01-04,6,81,14816.748499999992
2013-01-04,6,82,17318.860300000004
2013-01-04,6,83,4936.155899999999
2013-01-04,6,85,1977.841500000002
2013-01-04,6,87,45443.153099999996
2013-01-04,6,90,55809.20089999997
2013-01-04,6,91,49283.9097
2013-01-04,6,92,99405.948
2013-01-04,6,93,43512.67380000005
2013-01-04,6,94,40408.9546
2013-01-04,6,95,78108.68910000002
2013-01-04,6,96,22560.861800000006
2013-01-04,6,97,19692.809500000003
2013-01-04,6,98,9007.157899999998
2013-01-04,6,99,695.0357
2013-01-11,6,1,17099.43020000001
2013-01-11,6,2,47966.1458
2013-01-11,6,3,15784.413900000001
2013-01-11,6,4,33454.27960000003
2013-01-11,6,5,27856.01239999999
2013-01-11,6,6,3686.870499999997
2013-01-11,6,7,15134.901499999993
2013-01-11,6,8,47132.038900000014
2013-01-11,6,9,24349.930400000005
2013-01-11,6,10,39243.77440000002
2013-01-11,6,11,20938.602999999996
2013-01-11,6,12,5192.092300000003
2013-01-11,6,13,36190.23250000003
2013-01-11,6,14,22468.750700000022
2013-01-11,6,16,7723.528200000002
2013-01-11,6,17,14763.559399999996
2013-01-11,6,18,5125.8922999999995
2013-01-11,6,19,2706.3653000000013
2013-01-11,6,20,7569.587799999996
2013-01-11,6,21,7163.473200000002
2013-01-11,6,22,17614.5183
2013-01-11,6,23,19744.006900000004
2013-01-11,6,24,3493.0071999999986
2013-01-11,6,25,8173.890799999994
2013-01-11,6,26,5332.446800000006
2013-01-11,6,27,1828.2506000000005
2013-01-11,6,28,707.5417000000004
2013-01-11,6,29,5943.495099999999
2013-01-11,6,30,3442.638399999999
2013-01-11,6,31,2479.336600000001
2013-01-11,6,32,7496.2203999999965
2013-01-11,6,33,3516.9654000000032
2013-01-11,6,34,11505.320000000009
2013-01-11,6,35,2150.3736000000026
2013-01-11,6,36,1045.0330000000001
2013-01-11,6,37,3663.045600000002
2013-01-11,6,38,83678.03770000003
2013-01-11,6,40,71343.24389999997
2013-01-11,6,41,893.886600000001
2013-01-11,6,42,9442.273699999996
2013-01-11,6,44,6582.372000000006
2013-01-11,6,46,22152.368300000024
2013-01-11,6,48,1648.66
2013-01-11,6,49,13086.849199999999
2013-01-11,6,52,3671.440000000002
2013-01-11,6,54,59.17600000000003
2013-01-11,6,55,13003.12000000001
2013-01-11,6,56,1511.3280000000002
2013-01-11,6,58,3079.44
2013-01-11,6,59,668.2187000000001
2013-01-11,6,60,507.32000000000016
2013-01-11,6,67,7979.021999999993
2013-01-11,6,71,5229.350000000002
2013-01-11,6,72,67497.76409999997
2013-01-11,6,74,26140.2989
2013-01-11,6,79,23645.59949999999
2013-01-11,6,80,13335.861999999996
2013-01-11,6,81,14615.596899999999
2013-01-11,6,82,17882.481000000014
2013-01-11,6,83,4403.426000000001
2013-01-11,6,85,2150.6678999999986
2013-01-11,6,87,40474.098799999985
2013-01-11,6,90,55103.40179999996
2013-01-11,6,91,47244.98700000002
2013-01-11,6,92,99106.3437
2013-01-11,6,93,42231.48510000004
2013-01-11,6,94,40588.232499999984
2013-01-11,6,95,76642.33570000003
2013-01-11,6,96,25161.317200000005
2013-01-11,6,97,19430.161799999998
2013-01-11,6,98,9360.633299999996
2013-01-18,6,1,18105.539700000005
2013-01-18,6,2,45124.50290000001
2013-01-18,6,3,15272.522400000007
2013-01-18,6,4,32295.34110000001
2013-01-18,6,5,26687.778599999976
2013-01-18,6,6,3688.1322000000005
2013-01-18,6,7,15380.701000000015
2013-01-18,6,8,46545.23830000004
2013-01-18,6,9,23518.223299999998
2013-01-18,6,10,38024.8668
2013-01-18,6,11,18470.83249999999
2013-01-18,6,12,5257.690800000002
2013-01-18,6,13,33999.36990000003
2013-01-18,6,14,19999.2032
2013-01-18,6,16,6838.1348999999955
2013-01-18,6,17,14379.373199999996
2013-01-18,6,18,9194.258800000005
2013-01-18,6,19,2623.9635000000003
2013-01-18,6,20,6784.770499999993
2013-01-18,6,21,7231.975800000003
2013-01-18,6,22,16927.289900000003
2013-01-18,6,23,20580.22170000003
2013-01-18,6,24,4011.8260000000014
2013-01-18,6,25,8188.276299999993
2013-01-18,6,26,5982.599200000002
2013-01-18,6,27,1932.0455999999986
2013-01-18,6,28,739.9828000000006
2013-01-18,6,29,6414.553499999996
2013-01-18,6,30,3561.4543999999987
2013-01-18,6,31,2484.603199999999
2013-01-18,6,32,11841.212600000003
2013-01-18,6,33,3852.3063000000043
2013-01-18,6,34,12606.6544
2013-01-18,6,35,2327.4761000000017
2013-01-18,6,36,895.844
2013-01-18,6,37,3794.025599999999
2013-01-18,6,38,78312.12640000002
2013-01-18,6,40,69687.64529999999
2013-01-18,6,41,992.403900000001
2013-01-18,6,42,9880.155599999998
2013-01-18,6,44,6299.131300000007
2013-01-18,6,45,22.287699999999994
2013-01-18,6,46,21854.307500000006
2013-01-18,6,48,1953.3303
2013-01-18,6,49,13777.943899999998
2013-01-18,6,52,3558.1178000000014
2013-01-18,6,54,70.97120000000001
2013-01-18,6,55,13184.821899999999
2013-01-18,6,56,1424.4292000000007
2013-01-18,6,58,2649.4042
2013-01-18,6,59,438.1690000000004
2013-01-18,6,60,346.1962
2013-01-18,6,67,9453.122300000008
2013-01-18,6,71,5205.6845
2013-01-18,6,72,68915.6226
2013-01-18,6,74,24841.58309999998
2013-01-18,6,79,21892.691700000003
2013-01-18,6,80,12982.9235
2013-01-18,6,81,14358.725499999995
2013-01-18,6,82,16392.623100000015
2013-01-18,6,83,4410.9622
2013-01-18,6,85,2226.1398999999997
2013-01-18,6,87,40389.4205
2013-01-18,6,90,55388.341100000005
2013-01-18,6,91,47249.965199999984
2013-01-18,6,92,98533.78199999998
2013-01-18,6,93,41416.35990000002
2013-01-18,6,94,40600.73929999998
2013-01-18,6,95,76426.36520000006
2013-01-18,6,96,22603.82969999999
2013-01-18,6,97,19000.811300000016
2013-01-18,6,98,9281.470799999997
2013-01-18,6,99,248.26379999999997
2013-01-25,6,1,18954.86859999999
2013-01-25,6,2,45400.68610000003
2013-01-25,6,3,14130.298199999996
2013-01-25,6,4,31972.876000000004
2013-01-25,6,5,26600.320799999976
2013-01-25,6,6,3583.7643999999996
2013-01-25,6,7,16616.0802
2013-01-25,6,8,45233.42430000004
2013-01-25,6,9,27890.37069999999
2013-01-25,6,10,38111.3752
2013-01-25,6,11,17695.179799999998
2013-01-25,6,12,6221.791200000006
2013-01-25,6,13,37566.411400000026
2013-01-25,6,14,21493.623
2013-01-25,6,16,16396.304400000005
2013-01-25,6,17,13766.523999999998
2013-01-25,6,18,1983.6096000000011
2013-01-25,6,19,2890.083600000001
2013-01-25,6,20,7128.213699999993
2013-01-25,6,21,7441.422800000005
2013-01-25,6,22,15910.598699999997
2013-01-25,6,23,19246.666400000006
2013-01-25,6,24,3368.243600000001
2013-01-25,6,25,8359.793000000003
2013-01-25,6,26,6574.953900000005
2013-01-25,6,27,1804.9432999999997
2013-01-25,6,28,686.5876999999999
2013-01-25,6,29,6333.3099
2013-01-25,6,30,3763.5899999999992
2013-01-25,6,31,2070.784000000001
2013-01-25,6,32,7589.695000000004
2013-01-25,6,33,3547.8891000000017
2013-01-25,6,34,11488.640400000015
2013-01-25,6,35,2626.6288000000013
2013-01-25,6,36,883.6731999999996
2013-01-25,6,37,3833.8297000000007
2013-01-25,6,38,76366.10720000003
2013-01-25,6,40,67596.69060000003
2013-01-25,6,41,948.8747000000012
2013-01-25,6,42,9659.799900000002
2013-01-25,6,44,6270.903300000002
2013-01-25,6,46,22470.138400000007
2013-01-25,6,48,1405.43
2013-01-25,6,49,13663.2894
2013-01-25,6,52,3817.680100000002
2013-01-25,6,54,25.563200000000002
2013-01-25,6,55,11926.56509999999
2013-01-25,6,56,2690.078000000002
2013-01-25,6,58,2324.3618
2013-01-25,6,59,418.68390000000016
2013-01-25,6,60,341.30839999999995
2013-01-25,6,67,10071.66030000001
2013-01-25,6,71,5321.199100000002
2013-01-25,6,72,74950.38870000005
2013-01-25,6,74,23018.930699999983
2013-01-25,6,79,21809.581199999997
2013-01-25,6,80,13116.58350000001
2013-01-25,6,81,14199.063999999997
2013-01-25,6,82,15798.81280000002
2013-01-25,6,83,4411.988200000003
2013-01-25,6,85,2104.742300000001
2013-01-25,6,87,42220.54369999998
2013-01-25,6,90,51464.45099999998
2013-01-25,6,91,44577.71490000003
2013-01-25,6,92,96373.85189999995
2013-01-25,6,93,37957.86270000001
2013-01-25,6,94,38964.04539999996
2013-01-25,6,95,76340.75780000008
2013-01-25,6,96,24421.029799999997
2013-01-25,6,97,18725.014199999998
2013-01-25,6,98,9087.450699999998
2013-02-01,6,1,22805.296100000003
2013-02-01,6,2,52570.575799999984
2013-02-01,6,3,15021.419800000007
2013-02-01,6,4,33889.07359999999
2013-02-01,6,5,34892.62279999998
2013-02-01,6,6,4639.093100000005
2013-02-01,6,7,22681.77310000001
2013-02-01,6,8,49859.44330000002
2013-02-01,6,9,32836.25969999998
2013-02-01,6,10,47015.41620000001
2013-02-01,6,11,20100.6165
2013-02-01,6,12,6605.8442000000005
2013-02-01,6,13,39129.976
2013-02-01,6,14,25221.602400000003
2013-02-01,6,16,20874.038300000022
2013-02-01,6,17,16866.71130000002
2013-02-01,6,18,4909.458800000003
2013-02-01,6,19,3252.3984999999984
2013-02-01,6,20,8806.680499999991
2013-02-01,6,21,7884.485800000008
2013-02-01,6,22,20738.357800000005
2013-02-01,6,23,25360.325499999988
2013-02-01,6,24,5615.270199999999
2013-02-01,6,25,12593.230200000002
2013-02-01,6,26,9287.6217
2013-02-01,6,27,2002.3346999999997
2013-02-01,6,28,752.1533000000002
2013-02-01,6,29,7457.939699999997
2013-02-01,6,30,4978.591000000001
2013-02-01,6,31,2464.1306999999983
2013-02-01,6,32,10027.745499999992
2013-02-01,6,33,5855.441499999999
2013-02-01,6,34,17820.692899999995
2013-02-01,6,35,3958.8669
2013-02-01,6,36,1544.9759999999997
2013-02-01,6,37,4012.6509999999967
2013-02-01,6,38,81114.12149999998
2013-02-01,6,40,73071.82449999999
2013-02-01,6,41,1771.344300000001
2013-02-01,6,42,10452.056699999992
2013-02-01,6,44,8612.5718
2013-02-01,6,46,24854.315499999993
2013-02-01,6,48,1958.7134999999998
2013-02-01,6,49,13012.491699999999
2013-02-01,6,52,4725.863300000003
2013-02-01,6,54,61.06560000000004
2013-02-01,6,55,12506.805899999994
2013-02-01,6,56,5213.325499999994
2013-02-01,6,58,3695.45
2013-02-01,6,59,351.0645999999999
2013-02-01,6,60,323.3054
2013-02-01,6,67,13560.337300000008
2013-02-01,6,71,6176.620799999997
2013-02-01,6,72,88916.54670000012
2013-02-01,6,74,24355.8898
2013-02-01,6,79,28622.680200000006
2013-02-01,6,80,13903.511199999999
2013-02-01,6,81,15430.099500000004
2013-02-01,6,82,18644.006800000017
2013-02-01,6,83,4263.551700000002
2013-02-01,6,85,2065.7714000000014
2013-02-01,6,87,55937.22539999999
2013-02-01,6,90,56972.162399999965
2013-02-01,6,91,44474.13129999999
2013-02-01,6,92,94943.1409
2013-02-01,6,93,42435.133199999975
2013-02-01,6,94,40408.11939999997
2013-02-01,6,95,84682.55060000002
2013-02-01,6,96,25391.1041
2013-02-01,6,97,19625.459200000005
2013-02-01,6,98,10065.754300000006
2013-02-01,6,99,368.5165
2013-02-08,6,1,30585.257499999996
2013-02-08,6,2,51844.841499999995
2013-02-08,6,3,14885.034800000005
2013-02-08,6,4,34151.343700000005
2013-02-08,6,5,34053.18249999999
2013-02-08,6,6,4348.1275
2013-02-08,6,7,24417.816699999996
2013-02-08,6,8,50748.20300000001
2013-02-08,6,9,35355.56629999998
2013-02-08,6,10,47381.47510000002
2013-02-08,6,11,19030.171400000007
2013-02-08,6,12,6828.8762
2013-02-08,6,13,38155.27170000001
2013-02-08,6,14,24759.928200000013
2013-02-08,6,16,22481.229900000017
2013-02-08,6,17,16593.70400000002
2013-02-08,6,18,10886.482499999995
2013-02-08,6,19,3143.3704
2013-02-08,6,20,9285.746899999993
2013-02-08,6,21,7779.086500000006
2013-02-08,6,22,20351.330300000016
2013-02-08,6,23,24253.45109999999
2013-02-08,6,24,5412.178400000002
2013-02-08,6,25,11958.310999999998
2013-02-08,6,26,9596.104100000002
2013-02-08,6,27,2093.5729000000015
2013-02-08,6,28,663.2911999999998
2013-02-08,6,29,8272.365599999992
2013-02-08,6,30,5459.979500000004
2013-02-08,6,31,2481.0150999999983
2013-02-08,6,32,13776.600800000006
2013-02-08,6,33,6407.880000000001
2013-02-08,6,34,17393.737200000003
2013-02-08,6,35,3958.4739999999997
2013-02-08,6,36,1842.977999999999
2013-02-08,6,37,4134.938499999996
2013-02-08,6,38,80919.38079999998
2013-02-08,6,40,71976.71759999997
2013-02-08,6,41,1682.6359000000004
2013-02-08,6,42,10320.139999999996
2013-02-08,6,44,9181.955799999998
2013-02-08,6,46,25154.42820000002
2013-02-08,6,48,2195.5325
2013-02-08,6,49,12494.088199999998
2013-02-08,6,52,4275.519500000001
2013-02-08,6,54,70.31500000000005
2013-02-08,6,55,12455.690599999994
2013-02-08,6,56,5524.184699999994
2013-02-08,6,58,4342.4397
2013-02-08,6,59,365.9644
2013-02-08,6,60,352.4475
2013-02-08,6,67,19209.659900000002
2013-02-08,6,71,7497.991599999998
2013-02-08,6,72,89374.62990000013
2013-02-08,6,74,23501.506699999998
2013-02-08,6,79,28912.307100000005
2013-02-08,6,80,14183.711299999999
2013-02-08,6,81,15227.6222
2013-02-08,6,82,18391.33610000002
2013-02-08,6,83,4173.637400000001
2013-02-08,6,85,2072.826600000001
2013-02-08,6,87,57204.85869999999
2013-02-08,6,90,56380.23899999995
2013-02-08,6,91,47382.791800000006
2013-02-08,6,92,99231.5536
2013-02-08,6,93,43846.1247
2013-02-08,6,94,41405.034499999965
2013-02-08,6,95,84840.48080000003
2013-02-08,6,96,26137.416099999995
2013-02-08,6,97,20295.236700000005
2013-02-08,6,98,10625.163400000001
2013-02-08,6,99,1577.4736000000003
2013-02-15,6,1,31846.29540000001
2013-02-15,6,2,51130.63950000001
2013-02-15,6,3,14264.429699999995
2013-02-15,6,4,33454.877
2013-02-15,6,5,35107.091199999995
2013-02-15,6,6,5019.8891
2013-02-15,6,7,25294.800799999983
2013-02-15,6,8,48125.5432
2013-02-15,6,9,31206.838300000025
2013-02-15,6,10,46883.515600000006
2013-02-15,6,11,19404.617
2013-02-15,6,12,6587.112600000001
2013-02-15,6,13,35469.24589999999
2013-02-15,6,14,25070.401199999997
2013-02-15,6,16,15739.983900000008
2013-02-15,6,17,16192.416600000015
2013-02-15,6,18,10974.720099999999
2013-02-15,6,19,3120.252299999999
2013-02-15,6,20,8700.143099999996
2013-02-15,6,21,7855.871900000004
2013-02-15,6,22,20927.242500000015
2013-02-15,6,23,25374.64629999999
2013-02-15,6,24,5710.1718999999985
2013-02-15,6,25,12848.213400000002
2013-02-15,6,26,9659.402900000005
2013-02-15,6,27,2138.014000000002
2013-02-15,6,28,729.7739
2013-02-15,6,29,7706.965600000005
2013-02-15,6,30,5090.208700000003
2013-02-15,6,31,2593.3579999999997
2013-02-15,6,32,19404.909100000008
2013-02-15,6,33,5837.812300000002
2013-02-15,6,34,16455.525299999994
2013-02-15,6,35,4015.171299999998
2013-02-15,6,36,2251.3833999999993
2013-02-15,6,37,4029.6684999999975
2013-02-15,6,38,83189.18009999998
2013-02-15,6,40,71651.32689999999
2013-02-15,6,41,1703.6535000000013
2013-02-15,6,42,9801.633899999997
2013-02-15,6,44,8279.084199999998
2013-02-15,6,46,24690.6175
2013-02-15,6,47,106.33099999999999
2013-02-15,6,48,2160.4322999999995
2013-02-15,6,49,12580.0578
2013-02-15,6,52,4222.604900000001
2013-02-15,6,54,95.84520000000003
2013-02-15,6,55,13339.571299999994
2013-02-15,6,56,5656.299399999997
2013-02-15,6,58,3033.815
2013-02-15,6,59,415.38390000000015
2013-02-15,6,60,387.39589999999987
2013-02-15,6,67,22135.81360000001
2013-02-15,6,71,6766.3097
2013-02-15,6,72,89259.99680000005
2013-02-15,6,74,23450.371499999987
2013-02-15,6,79,25501.40649999999
2013-02-15,6,80,14557.221299999997
2013-02-15,6,81,15199.699100000003
2013-02-15,6,82,18676.726000000024
2013-02-15,6,83,4260.327400000002
2013-02-15,6,85,2202.9500999999996
2013-02-15,6,87,55058.652300000016
2013-02-15,6,90,56881.40599999996
2013-02-15,6,91,47460.245500000005
2013-02-15,6,92,99923.3284
2013-02-15,6,93,43818.37170000001
2013-02-15,6,94,42366.042299999965
2013-02-15,6,95,83541.26490000001
2013-02-15,6,96,25483.3971
2013-02-15,6,97,20233.692700000018
2013-02-15,6,98,11043.050100000002
2013-02-15,6,99,514.2927999999999
2013-02-22,6,1,27687.63810000001
2013-02-22,6,2,50193.62950000004
2013-02-22,6,3,13235.5
2013-02-22,6,4,32597.874499999987
2013-02-22,6,5,30052.64870000001
2013-02-22,6,6,4575.128099999999
2013-02-22,6,7,24756.66720000001
2013-02-22,6,8,48438.4116
2013-02-22,6,9,35513.141299999974
2013-02-22,6,10,47521.764600000024
2013-02-22,6,11,18240.8575
2013-02-22,6,12,6630.625500000004
2013-02-22,6,13,35902.25440000002
2013-02-22,6,14,24575.646400000012
2013-02-22,6,16,18427.861100000013
2013-02-22,6,17,16685.068899999995
2013-02-22,6,18,15398.724199999999
2013-02-22,6,19,3209.954000000002
2013-02-22,6,20,8937.123299999992
2013-02-22,6,21,7464.7064
2013-02-22,6,22,19557.559
2013-02-22,6,23,25927.599499999993
2013-02-22,6,24,6037.185099999998
2013-02-22,6,25,13540.402700000004
2013-02-22,6,26,9757.296100000009
2013-02-22,6,27,1869.5778999999995
2013-02-22,6,28,658.0443999999998
2013-02-22,6,29,6548.177
2013-02-22,6,30,4872.346000000002
2013-02-22,6,31,2568.2673000000013
2013-02-22,6,32,10310.14539999999
2013-02-22,6,33,5871.1915000000035
2013-02-22,6,34,16854.058599999993
2013-02-22,6,35,3607.8221999999964
2013-02-22,6,36,1711.3965999999994
2013-02-22,6,37,3879.8189
2013-02-22,6,38,80028.29530000003
2013-02-22,6,40,70394.12280000003
2013-02-22,6,41,1911.5418000000002
2013-02-22,6,42,9775.5838
2013-02-22,6,44,7670.92
2013-02-22,6,46,24459.180199999995
2013-02-22,6,48,1868.2703
2013-02-22,6,49,12182.0779
2013-02-22,6,52,4204.003599999999
2013-02-22,6,54,55.78840000000004
2013-02-22,6,55,11925.515999999996
2013-02-22,6,56,6257.575499999999
2013-02-22,6,58,2865.6433999999995
2013-02-22,6,59,338.7063999999999
2013-02-22,6,60,387.00649999999985
2013-02-22,6,67,10783.681799999995
2013-02-22,6,71,6530.630000000001
2013-02-22,6,72,80298.70130000006
2013-02-22,6,74,23547.996500000005
2013-02-22,6,79,24576.718199999992
2013-02-22,6,80,13821.630300000003
2013-02-22,6,81,14520.2642
2013-02-22,6,82,18117.45370000001
2013-02-22,6,83,4407.806100000003
